Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Finland,FIN,2017,2,Passengers carried (departures),International transport Extra-EU,174.592
Finland,FIN,2017,1,Passengers carried,Total transport,1444.45
Finland,FIN,2017,1,Passengers carried,National transport,249.961
Finland,FIN,2017,1,Passengers carried,International transport,1194.489
Finland,FIN,2017,1,Passengers carried,International transport Intra-EU,828.668
Finland,FIN,2017,1,Passengers carried,International transport Extra-EU,365.821
Finland,FIN,2017,1,Passengers carried (arrival),Total transport,846.881
Finland,FIN,2017,1,Passengers carried (arrival),National transport,249.256
Finland,FIN,2017,1,Passengers carried (arrival),International transport,597.625
Finland,FIN,2017,1,Passengers carried (arrival),International transport Intra-EU,411.99
Finland,FIN,2017,1,Passengers carried (arrival),International transport Extra-EU,185.635
Finland,FIN,2017,1,Passengers carried (departures),Total transport,846.825
Finland,FIN,2017,1,Passengers carried (departures),National transport,249.961
Finland,FIN,2017,1,Passengers carried (departures),International transport,596.864
Finland,FIN,2017,1,Passengers carried (departures),International transport Intra-EU,416.678
Finland,FIN,2017,1,Passengers carried (departures),International transport Extra-EU,180.186
Finland,FIN,2016,12,Passengers carried,Total transport,1583.041
Finland,FIN,2016,12,Passengers carried,National transport,254.884
Finland,FIN,2016,12,Passengers carried,International transport,1328.157
Finland,FIN,2016,12,Passengers carried,International transport Intra-EU,985.155
Finland,FIN,2016,12,Passengers carried,International transport Extra-EU,343.002
Finland,FIN,2016,12,Passengers carried (arrival),Total transport,913.698
Finland,FIN,2016,12,Passengers carried (arrival),National transport,254.016
Finland,FIN,2016,12,Passengers carried (arrival),International transport,659.682
Finland,FIN,2016,12,Passengers carried (arrival),International transport Intra-EU,497.493
Finland,FIN,2016,12,Passengers carried (arrival),International transport Extra-EU,162.189
Finland,FIN,2016,12,Passengers carried (departures),Total transport,923.331
Finland,FIN,2016,12,Passengers carried (departures),National transport,254.856
Finland,FIN,2016,12,Passengers carried (departures),International transport,668.475
Finland,FIN,2016,12,Passengers carried (departures),International transport Intra-EU,487.662
Finland,FIN,2016,12,Passengers carried (departures),International transport Extra-EU,180.813
Finland,FIN,2016,11,Passengers carried,Total transport,1368.336
Finland,FIN,2016,11,Passengers carried,National transport,250.151
Finland,FIN,2016,11,Passengers carried,International transport,1118.185
Finland,FIN,2016,11,Passengers carried,International transport Intra-EU,816.295
Finland,FIN,2016,11,Passengers carried,International transport Extra-EU,301.89
Finland,FIN,2016,11,Passengers carried (arrival),Total transport,806.533
Finland,FIN,2016,11,Passengers carried (arrival),National transport,249.6
Finland,FIN,2016,11,Passengers carried (arrival),International transport,556.933
Finland,FIN,2016,11,Passengers carried (arrival),International transport Intra-EU,408.227
Finland,FIN,2016,11,Passengers carried (arrival),International transport Extra-EU,148.706
Finland,FIN,2016,11,Passengers carried (departures),Total transport,811.332
Finland,FIN,2016,11,Passengers carried (departures),National transport,250.08
Finland,FIN,2016,11,Passengers carried (departures),International transport,561.252
Finland,FIN,2016,11,Passengers carried (departures),International transport Intra-EU,408.068
Finland,FIN,2016,11,Passengers carried (departures),International transport Extra-EU,153.184
Finland,FIN,2016,10,Passengers carried,Total transport,1583.955
Finland,FIN,2016,10,Passengers carried,National transport,214.426
Finland,FIN,2016,10,Passengers carried,International transport,1369.529
Finland,FIN,2016,10,Passengers carried,International transport Intra-EU,1027.561
Finland,FIN,2016,10,Passengers carried,International transport Extra-EU,341.968
Finland,FIN,2016,10,Passengers carried (arrival),Total transport,896.637
Finland,FIN,2016,10,Passengers carried (arrival),National transport,213.983
Finland,FIN,2016,10,Passengers carried (arrival),International transport,682.654
Finland,FIN,2016,10,Passengers carried (arrival),International transport Intra-EU,519.756
Finland,FIN,2016,10,Passengers carried (arrival),International transport Extra-EU,162.898
Finland,FIN,2016,10,Passengers carried (departures),Total transport,901.257
Finland,FIN,2016,10,Passengers carried (departures),National transport,214.382
Finland,FIN,2016,10,Passengers carried (departures),International transport,686.875
Finland,FIN,2016,10,Passengers carried (departures),International transport Intra-EU,507.805
Finland,FIN,2016,10,Passengers carried (departures),International transport Extra-EU,179.07
Finland,FIN,2016,9,Passengers carried,Total transport,1584.146
Finland,FIN,2016,9,Passengers carried,National transport,230.012
Finland,FIN,2016,9,Passengers carried,International transport,1354.134
Finland,FIN,2016,9,Passengers carried,International transport Intra-EU,998.471
Finland,FIN,2016,9,Passengers carried,International transport Extra-EU,355.663
Finland,FIN,2016,9,Passengers carried (arrival),Total transport,890.579
Finland,FIN,2016,9,Passengers carried (arrival),National transport,229.803
Finland,FIN,2016,9,Passengers carried (arrival),International transport,660.776
Finland,FIN,2016,9,Passengers carried (arrival),International transport Intra-EU,484.054
Finland,FIN,2016,9,Passengers carried (arrival),International transport Extra-EU,176.722
Finland,FIN,2016,9,Passengers carried (departures),Total transport,923.37
Finland,FIN,2016,9,Passengers carried (departures),National transport,230.012
Finland,FIN,2016,9,Passengers carried (departures),International transport,693.358
Finland,FIN,2016,9,Passengers carried (departures),International transport Intra-EU,514.417
Finland,FIN,2016,9,Passengers carried (departures),International transport Extra-EU,178.941
Finland,FIN,2016,8,Passengers carried,Total transport,1597.493
Finland,FIN,2016,8,Passengers carried,National transport,185.964
Finland,FIN,2016,8,Passengers carried,International transport,1411.529
Finland,FIN,2016,8,Passengers carried,International transport Intra-EU,1026.612
Finland,FIN,2016,8,Passengers carried,International transport Extra-EU,384.917
Finland,FIN,2016,8,Passengers carried (arrival),Total transport,887.091
Finland,FIN,2016,8,Passengers carried (arrival),National transport,185.776
Finland,FIN,2016,8,Passengers carried (arrival),International transport,701.315
Finland,FIN,2016,8,Passengers carried (arrival),International transport Intra-EU,507.388
Finland,FIN,2016,8,Passengers carried (arrival),International transport Extra-EU,193.927
Finland,FIN,2016,8,Passengers carried (departures),Total transport,896.156
Finland,FIN,2016,8,Passengers carried (departures),National transport,185.942
Finland,FIN,2016,8,Passengers carried (departures),International transport,710.214
Finland,FIN,2016,8,Passengers carried (departures),International transport Intra-EU,519.224
Finland,FIN,2016,8,Passengers carried (departures),International transport Extra-EU,190.99
Finland,FIN,2016,7,Passengers carried,Total transport,1642.879
Finland,FIN,2016,7,Passengers carried,National transport,136.396
Finland,FIN,2016,7,Passengers carried,International transport,1506.483
Finland,FIN,2016,7,Passengers carried,International transport Intra-EU,1114.959
Finland,FIN,2016,7,Passengers carried,International transport Extra-EU,391.524
Finland,FIN,2016,7,Passengers carried (arrival),Total transport,911.491
Finland,FIN,2016,7,Passengers carried (arrival),National transport,135.339
Finland,FIN,2016,7,Passengers carried (arrival),International transport,776.152
Finland,FIN,2016,7,Passengers carried (arrival),International transport Intra-EU,578.432
Finland,FIN,2016,7,Passengers carried (arrival),International transport Extra-EU,197.72
Finland,FIN,2016,7,Passengers carried (departures),Total transport,866.65
Finland,FIN,2016,7,Passengers carried (departures),National transport,136.319
Finland,FIN,2016,7,Passengers carried (departures),International transport,730.331
Finland,FIN,2016,7,Passengers carried (departures),International transport Intra-EU,536.527
Finland,FIN,2016,7,Passengers carried (departures),International transport Extra-EU,193.804
Finland,FIN,2016,6,Passengers carried,Total transport,1644.55
Finland,FIN,2016,6,Passengers carried,National transport,196.714
Finland,FIN,2016,6,Passengers carried,International transport,1447.836
Finland,FIN,2016,6,Passengers carried,International transport Intra-EU,1077.767
Finland,FIN,2016,6,Passengers carried,International transport Extra-EU,370.069
Finland,FIN,2016,6,Passengers carried (arrival),Total transport,904.485
Finland,FIN,2016,6,Passengers carried (arrival),National transport,196.335
Finland,FIN,2016,6,Passengers carried (arrival),International transport,708.15
Finland,FIN,2016,6,Passengers carried (arrival),International transport Intra-EU,524.975
Finland,FIN,2016,6,Passengers carried (arrival),International transport Extra-EU,183.175
Finland,FIN,2016,6,Passengers carried (departures),Total transport,936.394
Finland,FIN,2016,6,Passengers carried (departures),National transport,196.708
Finland,FIN,2016,6,Passengers carried (departures),International transport,739.686
Finland,FIN,2016,6,Passengers carried (departures),International transport Intra-EU,552.792
Finland,FIN,2016,6,Passengers carried (departures),International transport Extra-EU,186.894
Finland,FIN,2016,5,Passengers carried,Total transport,1526.576
Finland,FIN,2016,5,Passengers carried,National transport,215.661
Finland,FIN,2016,5,Passengers carried,International transport,1310.915
Finland,FIN,2016,5,Passengers carried,International transport Intra-EU,980.53
Finland,FIN,2016,5,Passengers carried,International transport Extra-EU,330.385
Finland,FIN,2016,5,Passengers carried (arrival),Total transport,875.228
Finland,FIN,2016,5,Passengers carried (arrival),National transport,215.178
Finland,FIN,2016,5,Passengers carried (arrival),International transport,660.05
Finland,FIN,2016,5,Passengers carried (arrival),International transport Intra-EU,488.8
Finland,FIN,2016,5,Passengers carried (arrival),International transport Extra-EU,171.25
Finland,FIN,2016,5,Passengers carried (departures),Total transport,866.526
Finland,FIN,2016,5,Passengers carried (departures),National transport,215.661
Finland,FIN,2016,5,Passengers carried (departures),International transport,650.865
Finland,FIN,2016,5,Passengers carried (departures),International transport Intra-EU,491.73
Finland,FIN,2016,5,Passengers carried (departures),International transport Extra-EU,159.135
Finland,FIN,2016,4,Passengers carried,Total transport,1419.066
Finland,FIN,2016,4,Passengers carried,National transport,234.394
Finland,FIN,2016,4,Passengers carried,International transport,1184.672
Finland,FIN,2016,4,Passengers carried,International transport Intra-EU,890.649
Finland,FIN,2016,4,Passengers carried,International transport Extra-EU,294.023
Finland,FIN,2016,4,Passengers carried (arrival),Total transport,823.376
Finland,FIN,2016,4,Passengers carried (arrival),National transport,233.764
Finland,FIN,2016,4,Passengers carried (arrival),International transport,589.612
Finland,FIN,2016,4,Passengers carried (arrival),International transport Intra-EU,435.906
Finland,FIN,2016,4,Passengers carried (arrival),International transport Extra-EU,153.706
Finland,FIN,2016,4,Passengers carried (departures),Total transport,829.337
Finland,FIN,2016,4,Passengers carried (departures),National transport,234.277
Finland,FIN,2016,4,Passengers carried (departures),International transport,595.06
Finland,FIN,2016,4,Passengers carried (departures),International transport Intra-EU,454.743
Finland,FIN,2016,4,Passengers carried (departures),International transport Extra-EU,140.317
Finland,FIN,2016,3,Passengers carried,Total transport,1489.029
Finland,FIN,2016,3,Passengers carried,National transport,285.024
Finland,FIN,2016,3,Passengers carried,International transport,1204.005
Finland,FIN,2016,3,Passengers carried,International transport Intra-EU,851.736
Finland,FIN,2016,3,Passengers carried,International transport Extra-EU,352.269
Finland,FIN,2016,3,Passengers carried (arrival),Total transport,895.066
Finland,FIN,2016,3,Passengers carried (arrival),National transport,284.085
Finland,FIN,2016,3,Passengers carried (arrival),International transport,610.981
Finland,FIN,2016,3,Passengers carried (arrival),International transport Intra-EU,428.528
Finland,FIN,2016,3,Passengers carried (arrival),International transport Extra-EU,182.453
Finland,FIN,2016,3,Passengers carried (departures),Total transport,877.732
Finland,FIN,2016,3,Passengers carried (departures),National transport,284.708
Finland,FIN,2016,3,Passengers carried (departures),International transport,593.024
Finland,FIN,2016,3,Passengers carried (departures),International transport Intra-EU,423.208
Finland,FIN,2016,3,Passengers carried (departures),International transport Extra-EU,169.816
Finland,FIN,2016,2,Passengers carried,Total transport,1350.495
Finland,FIN,2016,2,Passengers carried,National transport,264.109
Finland,FIN,2016,2,Passengers carried,International transport,1086.386
Finland,FIN,2016,2,Passengers carried,International transport Intra-EU,755.743
Finland,FIN,2016,2,Passengers carried,International transport Extra-EU,330.643
Finland,FIN,2016,2,Passengers carried (arrival),Total transport,799.052
Finland,FIN,2016,2,Passengers carried (arrival),National transport,263.726
Finland,FIN,2016,2,Passengers carried (arrival),International transport,535.326
Finland,FIN,2016,2,Passengers carried (arrival),International transport Intra-EU,372.422
Finland,FIN,2016,2,Passengers carried (arrival),International transport Extra-EU,162.904
Finland,FIN,2016,2,Passengers carried (departures),Total transport,815.096
Finland,FIN,2016,2,Passengers carried (departures),National transport,264.036
Finland,FIN,2016,2,Passengers carried (departures),International transport,551.06
Finland,FIN,2016,2,Passengers carried (departures),International transport Intra-EU,383.321
Finland,FIN,2016,2,Passengers carried (departures),International transport Extra-EU,167.739
Finland,FIN,2016,1,Passengers carried,Total transport,1310.388
Finland,FIN,2016,1,Passengers carried,National transport,221.145
Finland,FIN,2016,1,Passengers carried,International transport,1089.243
Finland,FIN,2016,1,Passengers carried,International transport Intra-EU,739.69
Finland,FIN,2016,1,Passengers carried,International transport Extra-EU,349.553
Finland,FIN,2016,1,Passengers carried (arrival),Total transport,767.788
Finland,FIN,2016,1,Passengers carried (arrival),National transport,220.529
Finland,FIN,2016,1,Passengers carried (arrival),International transport,547.259
Finland,FIN,2016,1,Passengers carried (arrival),International transport Intra-EU,368.433
Finland,FIN,2016,1,Passengers carried (arrival),International transport Extra-EU,178.826
Finland,FIN,2016,1,Passengers carried (departures),Total transport,763.07
Finland,FIN,2016,1,Passengers carried (departures),National transport,221.086
Finland,FIN,2016,1,Passengers carried (departures),International transport,541.984
Finland,FIN,2016,1,Passengers carried (departures),International transport Intra-EU,371.257
Finland,FIN,2016,1,Passengers carried (departures),International transport Extra-EU,170.727
Finland,FIN,2015,12,Passengers carried,Total transport,1438.195
Finland,FIN,2015,12,Passengers carried,National transport,244.765
Finland,FIN,2015,12,Passengers carried,International transport,1193.43
Finland,FIN,2015,12,Passengers carried,International transport Intra-EU,874.55
Finland,FIN,2015,12,Passengers carried,International transport Extra-EU,318.88
Finland,FIN,2015,12,Passengers carried (arrival),Total transport,834.197
Finland,FIN,2015,12,Passengers carried (arrival),National transport,244.717
Finland,FIN,2015,12,Passengers carried (arrival),International transport,589.48
Finland,FIN,2015,12,Passengers carried (arrival),International transport Intra-EU,437.64
Finland,FIN,2015,12,Passengers carried (arrival),International transport Extra-EU,151.84
Finland,FIN,2015,12,Passengers carried (departures),Total transport,848.7
Finland,FIN,2015,12,Passengers carried (departures),National transport,244.75
Finland,FIN,2015,12,Passengers carried (departures),International transport,603.95
Finland,FIN,2015,12,Passengers carried (departures),International transport Intra-EU,436.91
Finland,FIN,2015,12,Passengers carried (departures),International transport Extra-EU,167.04
Finland,FIN,2015,11,Passengers carried,Total transport,1315.051
Finland,FIN,2015,11,Passengers carried,National transport,239.831
Finland,FIN,2015,11,Passengers carried,International transport,1075.22
Finland,FIN,2015,11,Passengers carried,International transport Intra-EU,775.43
Finland,FIN,2015,11,Passengers carried,International transport Extra-EU,299.79
Finland,FIN,2015,11,Passengers carried (arrival),Total transport,777.712
Finland,FIN,2015,11,Passengers carried (arrival),National transport,239.797
Finland,FIN,2015,11,Passengers carried (arrival),International transport,537.915
Finland,FIN,2015,11,Passengers carried (arrival),International transport Intra-EU,390.527
Finland,FIN,2015,11,Passengers carried (arrival),International transport Extra-EU,147.388
Finland,FIN,2015,11,Passengers carried (departures),Total transport,777.133
Finland,FIN,2015,11,Passengers carried (departures),National transport,239.828
Finland,FIN,2015,11,Passengers carried (departures),International transport,537.305
Finland,FIN,2015,11,Passengers carried (departures),International transport Intra-EU,384.903
Finland,FIN,2015,11,Passengers carried (departures),International transport Extra-EU,152.402
Finland,FIN,2015,10,Passengers carried,Total transport,1590.824
Finland,FIN,2015,10,Passengers carried,National transport,224.742
Finland,FIN,2015,10,Passengers carried,International transport,1366.082
Finland,FIN,2015,10,Passengers carried,International transport Intra-EU,994.745
Finland,FIN,2015,10,Passengers carried,International transport Extra-EU,371.337
Finland,FIN,2015,10,Passengers carried (arrival),Total transport,902.669
Finland,FIN,2015,10,Passengers carried (arrival),National transport,224.691
Finland,FIN,2015,10,Passengers carried (arrival),International transport,677.978
Finland,FIN,2015,10,Passengers carried (arrival),International transport Intra-EU,500.31
Finland,FIN,2015,10,Passengers carried (arrival),International transport Extra-EU,177.668
Finland,FIN,2015,10,Passengers carried (departures),Total transport,912.769
Finland,FIN,2015,10,Passengers carried (departures),National transport,224.665
Finland,FIN,2015,10,Passengers carried (departures),International transport,688.104
Finland,FIN,2015,10,Passengers carried (departures),International transport Intra-EU,494.435
Finland,FIN,2015,10,Passengers carried (departures),International transport Extra-EU,193.669
Finland,FIN,2015,9,Passengers carried,Total transport,1530.338
Finland,FIN,2015,9,Passengers carried,National transport,218.95
Finland,FIN,2015,9,Passengers carried,International transport,1311.388
Finland,FIN,2015,9,Passengers carried,International transport Intra-EU,951.71
Finland,FIN,2015,9,Passengers carried,International transport Extra-EU,359.678
Finland,FIN,2015,9,Passengers carried (arrival),Total transport,859.334
Finland,FIN,2015,9,Passengers carried (arrival),National transport,218.843
Finland,FIN,2015,9,Passengers carried (arrival),International transport,640.491
Finland,FIN,2015,9,Passengers carried (arrival),International transport Intra-EU,460.968
Finland,FIN,2015,9,Passengers carried (arrival),International transport Extra-EU,179.523
Finland,FIN,2015,9,Passengers carried (departures),Total transport,889.793
Finland,FIN,2015,9,Passengers carried (departures),National transport,218.896
Finland,FIN,2015,9,Passengers carried (departures),International transport,670.897
Finland,FIN,2015,9,Passengers carried (departures),International transport Intra-EU,490.742
Finland,FIN,2015,9,Passengers carried (departures),International transport Extra-EU,180.155
Finland,FIN,2015,8,Passengers carried,Total transport,1579.508
Finland,FIN,2015,8,Passengers carried,National transport,187.203
Finland,FIN,2015,8,Passengers carried,International transport,1392.305
Finland,FIN,2015,8,Passengers carried,International transport Intra-EU,995.869
Finland,FIN,2015,8,Passengers carried,International transport Extra-EU,396.436
Finland,FIN,2015,8,Passengers carried (arrival),Total transport,881.454
Finland,FIN,2015,8,Passengers carried (arrival),National transport,187.136
Finland,FIN,2015,8,Passengers carried (arrival),International transport,694.318
Finland,FIN,2015,8,Passengers carried (arrival),International transport Intra-EU,495.971
Finland,FIN,2015,8,Passengers carried (arrival),International transport Extra-EU,198.347
Finland,FIN,2015,8,Passengers carried (departures),Total transport,885.184
Finland,FIN,2015,8,Passengers carried (departures),National transport,187.197
Finland,FIN,2015,8,Passengers carried (departures),International transport,697.987
Finland,FIN,2015,8,Passengers carried (departures),International transport Intra-EU,499.898
Finland,FIN,2015,8,Passengers carried (departures),International transport Extra-EU,198.089
Finland,FIN,2015,7,Passengers carried,Total transport,1607.679
Finland,FIN,2015,7,Passengers carried,National transport,147.618
Finland,FIN,2015,7,Passengers carried,International transport,1460.061
Finland,FIN,2015,7,Passengers carried,International transport Intra-EU,1067.103
Finland,FIN,2015,7,Passengers carried,International transport Extra-EU,392.958
Finland,FIN,2015,7,Passengers carried (arrival),Total transport,902.511
Finland,FIN,2015,7,Passengers carried (arrival),National transport,147.603
Finland,FIN,2015,7,Passengers carried (arrival),International transport,754.908
Finland,FIN,2015,7,Passengers carried (arrival),International transport Intra-EU,554.386
Finland,FIN,2015,7,Passengers carried (arrival),International transport Extra-EU,200.522
Finland,FIN,2015,7,Passengers carried (departures),Total transport,852.77
Finland,FIN,2015,7,Passengers carried (departures),National transport,147.617
Finland,FIN,2015,7,Passengers carried (departures),International transport,705.153
Finland,FIN,2015,7,Passengers carried (departures),International transport Intra-EU,512.717
Finland,FIN,2015,7,Passengers carried (departures),International transport Extra-EU,192.436
Finland,FIN,2015,6,Passengers carried,Total transport,1599.596
Finland,FIN,2015,6,Passengers carried,National transport,198.065
Finland,FIN,2015,6,Passengers carried,International transport,1401.531
Finland,FIN,2015,6,Passengers carried,International transport Intra-EU,1035.159
Finland,FIN,2015,6,Passengers carried,International transport Extra-EU,366.372
Finland,FIN,2015,6,Passengers carried (arrival),Total transport,884.98
Finland,FIN,2015,6,Passengers carried (arrival),National transport,198.084
Finland,FIN,2015,6,Passengers carried (arrival),International transport,686.896
Finland,FIN,2015,6,Passengers carried (arrival),International transport Intra-EU,504.208
Finland,FIN,2015,6,Passengers carried (arrival),International transport Extra-EU,182.688
Finland,FIN,2015,6,Passengers carried (departures),Total transport,912.698
Finland,FIN,2015,6,Passengers carried (departures),National transport,198.063
Finland,FIN,2015,6,Passengers carried (departures),International transport,714.635
Finland,FIN,2015,6,Passengers carried (departures),International transport Intra-EU,530.951
Finland,FIN,2015,6,Passengers carried (departures),International transport Extra-EU,183.684
Finland,FIN,2015,5,Passengers carried,Total transport,1474.746
Finland,FIN,2015,5,Passengers carried,National transport,205.844
Finland,FIN,2015,5,Passengers carried,International transport,1268.902
Finland,FIN,2015,5,Passengers carried,International transport Intra-EU,940.154
Finland,FIN,2015,5,Passengers carried,International transport Extra-EU,328.748
Finland,FIN,2015,5,Passengers carried (arrival),Total transport,842.878
Finland,FIN,2015,5,Passengers carried (arrival),National transport,205.863
Finland,FIN,2015,5,Passengers carried (arrival),International transport,637.015
Finland,FIN,2015,5,Passengers carried (arrival),International transport Intra-EU,468.748
Finland,FIN,2015,5,Passengers carried (arrival),International transport Extra-EU,168.267
Finland,FIN,2015,5,Passengers carried (departures),Total transport,837.731
Finland,FIN,2015,5,Passengers carried (departures),National transport,205.844
Finland,FIN,2015,5,Passengers carried (departures),International transport,631.887
Finland,FIN,2015,5,Passengers carried (departures),International transport Intra-EU,471.406
Finland,FIN,2015,5,Passengers carried (departures),International transport Extra-EU,160.481
Finland,FIN,2015,4,Passengers carried,Total transport,1410.426
Finland,FIN,2015,4,Passengers carried,National transport,219.654
Finland,FIN,2015,4,Passengers carried,International transport,1190.772
Finland,FIN,2015,4,Passengers carried,International transport Intra-EU,879.574
Finland,FIN,2015,4,Passengers carried,International transport Extra-EU,311.198
Finland,FIN,2015,4,Passengers carried (arrival),Total transport,814.355
Finland,FIN,2015,4,Passengers carried (arrival),National transport,219.574
Finland,FIN,2015,4,Passengers carried (arrival),International transport,594.781
Finland,FIN,2015,4,Passengers carried (arrival),International transport Intra-EU,431.835
Finland,FIN,2015,4,Passengers carried (arrival),International transport Extra-EU,162.946
Finland,FIN,2015,4,Passengers carried (departures),Total transport,815.575
Finland,FIN,2015,4,Passengers carried (departures),National transport,219.584
Finland,FIN,2015,4,Passengers carried (departures),International transport,595.991
Finland,FIN,2015,4,Passengers carried (departures),International transport Intra-EU,447.739
Finland,FIN,2015,4,Passengers carried (departures),International transport Extra-EU,148.252
Finland,FIN,2015,3,Passengers carried,Total transport,1440.44
Finland,FIN,2015,3,Passengers carried,National transport,278.331
Finland,FIN,2015,3,Passengers carried,International transport,1162.109
Finland,FIN,2015,3,Passengers carried,International transport Intra-EU,821.126
Finland,FIN,2015,3,Passengers carried,International transport Extra-EU,340.983
Finland,FIN,2015,3,Passengers carried (arrival),Total transport,864.78
Finland,FIN,2015,3,Passengers carried (arrival),National transport,278.35
Finland,FIN,2015,3,Passengers carried (arrival),International transport,586.43
Finland,FIN,2015,3,Passengers carried (arrival),International transport Intra-EU,410.748
Finland,FIN,2015,3,Passengers carried (arrival),International transport Extra-EU,175.682
Finland,FIN,2015,3,Passengers carried (departures),Total transport,853.995
Finland,FIN,2015,3,Passengers carried (departures),National transport,278.316
Finland,FIN,2015,3,Passengers carried (departures),International transport,575.679
Finland,FIN,2015,3,Passengers carried (departures),International transport Intra-EU,410.378
Finland,FIN,2015,3,Passengers carried (departures),International transport Extra-EU,165.301
Finland,FIN,2015,2,Passengers carried,Total transport,1246.082
Finland,FIN,2015,2,Passengers carried,National transport,233.711
Finland,FIN,2015,2,Passengers carried,International transport,1012.371
Finland,FIN,2015,2,Passengers carried,International transport Intra-EU,710.172
Finland,FIN,2015,2,Passengers carried,International transport Extra-EU,302.199
Finland,FIN,2015,2,Passengers carried (arrival),Total transport,737.503
Finland,FIN,2015,2,Passengers carried (arrival),National transport,233.672
Finland,FIN,2015,2,Passengers carried (arrival),International transport,503.831
Finland,FIN,2015,2,Passengers carried (arrival),International transport Intra-EU,353.777
Finland,FIN,2015,2,Passengers carried (arrival),International transport Extra-EU,150.054
Finland,FIN,2015,2,Passengers carried (departures),Total transport,742.25
Finland,FIN,2015,2,Passengers carried (departures),National transport,233.71
Finland,FIN,2015,2,Passengers carried (departures),International transport,508.54
Finland,FIN,2015,2,Passengers carried (departures),International transport Intra-EU,356.395
Finland,FIN,2015,2,Passengers carried (departures),International transport Extra-EU,152.145
Finland,FIN,2015,1,Passengers carried,Total transport,1246.361
Finland,FIN,2015,1,Passengers carried,National transport,200.422
Finland,FIN,2015,1,Passengers carried,International transport,1045.939
Finland,FIN,2015,1,Passengers carried,International transport Intra-EU,715.077
Finland,FIN,2015,1,Passengers carried,International transport Extra-EU,330.862
Finland,FIN,2015,1,Passengers carried (arrival),Total transport,727.181
Finland,FIN,2015,1,Passengers carried (arrival),National transport,200.406
Finland,FIN,2015,1,Passengers carried (arrival),International transport,526.775
Finland,FIN,2015,1,Passengers carried (arrival),International transport Intra-EU,358.879
Finland,FIN,2015,1,Passengers carried (arrival),International transport Extra-EU,167.896
Finland,FIN,2015,1,Passengers carried (departures),Total transport,719.382
Finland,FIN,2015,1,Passengers carried (departures),National transport,200.218
Finland,FIN,2015,1,Passengers carried (departures),International transport,519.164
Finland,FIN,2015,1,Passengers carried (departures),International transport Intra-EU,356.198
Finland,FIN,2015,1,Passengers carried (departures),International transport Extra-EU,162.966
Finland,FIN,2014,12,Passengers carried,Total transport,1366.008
Finland,FIN,2014,12,Passengers carried,National transport,219.986
Finland,FIN,2014,12,Passengers carried,International transport,1146.022
Finland,FIN,2014,12,Passengers carried,International transport Intra-EU,852.54
Finland,FIN,2014,12,Passengers carried,International transport Extra-EU,293.482
Finland,FIN,2014,12,Passengers carried (arrival),Total transport,783.716
Finland,FIN,2014,12,Passengers carried (arrival),National transport,220.025
Finland,FIN,2014,12,Passengers carried (arrival),International transport,563.691
Finland,FIN,2014,12,Passengers carried (arrival),International transport Intra-EU,424.474
Finland,FIN,2014,12,Passengers carried (arrival),International transport Extra-EU,139.217
Finland,FIN,2014,12,Passengers carried (departures),Total transport,802.128
Finland,FIN,2014,12,Passengers carried (departures),National transport,219.797
Finland,FIN,2014,12,Passengers carried (departures),International transport,582.331
Finland,FIN,2014,12,Passengers carried (departures),International transport Intra-EU,428.066
Finland,FIN,2014,12,Passengers carried (departures),International transport Extra-EU,154.265
Finland,FIN,2014,11,Passengers carried,Total transport,1261.839
Finland,FIN,2014,11,Passengers carried,National transport,221.129
Finland,FIN,2014,11,Passengers carried,International transport,1040.71
Finland,FIN,2014,11,Passengers carried,International transport Intra-EU,756.069
Finland,FIN,2014,11,Passengers carried,International transport Extra-EU,284.641
Finland,FIN,2014,11,Passengers carried (arrival),Total transport,740.608
Finland,FIN,2014,11,Passengers carried (arrival),National transport,221.05
Finland,FIN,2014,11,Passengers carried (arrival),International transport,519.558
Finland,FIN,2014,11,Passengers carried (arrival),International transport Intra-EU,377.432
Finland,FIN,2014,11,Passengers carried (arrival),International transport Extra-EU,142.126
Finland,FIN,2014,11,Passengers carried (departures),Total transport,742.134
Finland,FIN,2014,11,Passengers carried (departures),National transport,220.982
Finland,FIN,2014,11,Passengers carried (departures),International transport,521.152
Finland,FIN,2014,11,Passengers carried (departures),International transport Intra-EU,378.637
Finland,FIN,2014,11,Passengers carried (departures),International transport Extra-EU,142.515
Finland,FIN,2014,10,Passengers carried,Total transport,1546.467
Finland,FIN,2014,10,Passengers carried,National transport,212.435
Finland,FIN,2014,10,Passengers carried,International transport,1334.032
Finland,FIN,2014,10,Passengers carried,International transport Intra-EU,975.852
Finland,FIN,2014,10,Passengers carried,International transport Extra-EU,358.18
Finland,FIN,2014,10,Passengers carried (arrival),Total transport,877.413
Finland,FIN,2014,10,Passengers carried (arrival),National transport,212.482
Finland,FIN,2014,10,Passengers carried (arrival),International transport,664.931
Finland,FIN,2014,10,Passengers carried (arrival),International transport Intra-EU,491.768
Finland,FIN,2014,10,Passengers carried (arrival),International transport Extra-EU,173.163
Finland,FIN,2014,10,Passengers carried (departures),Total transport,881.462
Finland,FIN,2014,10,Passengers carried (departures),National transport,212.361
Finland,FIN,2014,10,Passengers carried (departures),International transport,669.101
Finland,FIN,2014,10,Passengers carried (departures),International transport Intra-EU,484.084
Finland,FIN,2014,10,Passengers carried (departures),International transport Extra-EU,185.017
Finland,FIN,2014,9,Passengers carried,Total transport,1495.137
