Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Austria,AUT,2016,9,Passengers carried (departures),International transport Intra-EU,931.601
Austria,AUT,2016,9,Passengers carried (departures),International transport Extra-EU,354.412
Austria,AUT,2016,8,Passengers carried,Total transport,2723.254
Austria,AUT,2016,8,Passengers carried,National transport,38.659
Austria,AUT,2016,8,Passengers carried,International transport,2684.595
Austria,AUT,2016,8,Passengers carried,International transport Intra-EU,1842.233
Austria,AUT,2016,8,Passengers carried,International transport Extra-EU,842.362
Austria,AUT,2016,8,Passengers carried (arrival),Total transport,1373.878
Austria,AUT,2016,8,Passengers carried (arrival),National transport,38.221
Austria,AUT,2016,8,Passengers carried (arrival),International transport,1335.657
Austria,AUT,2016,8,Passengers carried (arrival),International transport Intra-EU,898.792
Austria,AUT,2016,8,Passengers carried (arrival),International transport Extra-EU,436.865
Austria,AUT,2016,8,Passengers carried (departures),Total transport,1387.596
Austria,AUT,2016,8,Passengers carried (departures),National transport,38.658
Austria,AUT,2016,8,Passengers carried (departures),International transport,1348.938
Austria,AUT,2016,8,Passengers carried (departures),International transport Intra-EU,943.441
Austria,AUT,2016,8,Passengers carried (departures),International transport Extra-EU,405.497
Austria,AUT,2016,7,Passengers carried,Total transport,2776.608
Austria,AUT,2016,7,Passengers carried,National transport,41.053
Austria,AUT,2016,7,Passengers carried,International transport,2735.555
Austria,AUT,2016,7,Passengers carried,International transport Intra-EU,1887.357
Austria,AUT,2016,7,Passengers carried,International transport Extra-EU,848.198
Austria,AUT,2016,7,Passengers carried (arrival),Total transport,1373.794
Austria,AUT,2016,7,Passengers carried (arrival),National transport,40.681
Austria,AUT,2016,7,Passengers carried (arrival),International transport,1333.113
Austria,AUT,2016,7,Passengers carried (arrival),International transport Intra-EU,938.621
Austria,AUT,2016,7,Passengers carried (arrival),International transport Extra-EU,394.492
Austria,AUT,2016,7,Passengers carried (departures),Total transport,1443.423
Austria,AUT,2016,7,Passengers carried (departures),National transport,40.981
Austria,AUT,2016,7,Passengers carried (departures),International transport,1402.442
Austria,AUT,2016,7,Passengers carried (departures),International transport Intra-EU,948.736
Austria,AUT,2016,7,Passengers carried (departures),International transport Extra-EU,453.706
Austria,AUT,2016,6,Passengers carried,Total transport,2450.672
Austria,AUT,2016,6,Passengers carried,National transport,47.094
Austria,AUT,2016,6,Passengers carried,International transport,2403.578
Austria,AUT,2016,6,Passengers carried,International transport Intra-EU,1741.082
Austria,AUT,2016,6,Passengers carried,International transport Extra-EU,662.496
Austria,AUT,2016,6,Passengers carried (arrival),Total transport,1231.204
Austria,AUT,2016,6,Passengers carried (arrival),National transport,47.041
Austria,AUT,2016,6,Passengers carried (arrival),International transport,1184.163
Austria,AUT,2016,6,Passengers carried (arrival),International transport Intra-EU,859.947
Austria,AUT,2016,6,Passengers carried (arrival),International transport Extra-EU,324.216
Austria,AUT,2016,6,Passengers carried (departures),Total transport,1266.498
Austria,AUT,2016,6,Passengers carried (departures),National transport,47.083
Austria,AUT,2016,6,Passengers carried (departures),International transport,1219.415
Austria,AUT,2016,6,Passengers carried (departures),International transport Intra-EU,881.135
Austria,AUT,2016,6,Passengers carried (departures),International transport Extra-EU,338.28
Austria,AUT,2016,5,Passengers carried,Total transport,2373.298
Austria,AUT,2016,5,Passengers carried,National transport,44.119
Austria,AUT,2016,5,Passengers carried,International transport,2329.179
Austria,AUT,2016,5,Passengers carried,International transport Intra-EU,1666.863
Austria,AUT,2016,5,Passengers carried,International transport Extra-EU,662.316
Austria,AUT,2016,5,Passengers carried (arrival),Total transport,1204.612
Austria,AUT,2016,5,Passengers carried (arrival),National transport,43.747
Austria,AUT,2016,5,Passengers carried (arrival),International transport,1160.865
Austria,AUT,2016,5,Passengers carried (arrival),International transport Intra-EU,827.76
Austria,AUT,2016,5,Passengers carried (arrival),International transport Extra-EU,333.105
Austria,AUT,2016,5,Passengers carried (departures),Total transport,1212.226
Austria,AUT,2016,5,Passengers carried (departures),National transport,43.912
Austria,AUT,2016,5,Passengers carried (departures),International transport,1168.314
Austria,AUT,2016,5,Passengers carried (departures),International transport Intra-EU,839.103
Austria,AUT,2016,5,Passengers carried (departures),International transport Extra-EU,329.211
Austria,AUT,2016,4,Passengers carried,Total transport,2099.28
Austria,AUT,2016,4,Passengers carried,National transport,43.443
Austria,AUT,2016,4,Passengers carried,International transport,2055.837
Austria,AUT,2016,4,Passengers carried,International transport Intra-EU,1472.649
Austria,AUT,2016,4,Passengers carried,International transport Extra-EU,583.188
Austria,AUT,2016,4,Passengers carried (arrival),Total transport,1059.381
Austria,AUT,2016,4,Passengers carried (arrival),National transport,43.283
Austria,AUT,2016,4,Passengers carried (arrival),International transport,1016.098
Austria,AUT,2016,4,Passengers carried (arrival),International transport Intra-EU,714.206
Austria,AUT,2016,4,Passengers carried (arrival),International transport Extra-EU,301.892
Austria,AUT,2016,4,Passengers carried (departures),Total transport,1083.126
Austria,AUT,2016,4,Passengers carried (departures),National transport,43.387
Austria,AUT,2016,4,Passengers carried (departures),International transport,1039.739
Austria,AUT,2016,4,Passengers carried (departures),International transport Intra-EU,758.443
Austria,AUT,2016,4,Passengers carried (departures),International transport Extra-EU,281.296
Austria,AUT,2016,3,Passengers carried,Total transport,2151.897
Austria,AUT,2016,3,Passengers carried,National transport,45.15
Austria,AUT,2016,3,Passengers carried,International transport,2106.747
Austria,AUT,2016,3,Passengers carried,International transport Intra-EU,1535.214
Austria,AUT,2016,3,Passengers carried,International transport Extra-EU,571.533
Austria,AUT,2016,3,Passengers carried (arrival),Total transport,1099.321
Austria,AUT,2016,3,Passengers carried (arrival),National transport,45.015
Austria,AUT,2016,3,Passengers carried (arrival),International transport,1054.306
Austria,AUT,2016,3,Passengers carried (arrival),International transport Intra-EU,764.505
Austria,AUT,2016,3,Passengers carried (arrival),International transport Extra-EU,289.801
Austria,AUT,2016,3,Passengers carried (departures),Total transport,1097.565
Austria,AUT,2016,3,Passengers carried (departures),National transport,45.124
Austria,AUT,2016,3,Passengers carried (departures),International transport,1052.441
Austria,AUT,2016,3,Passengers carried (departures),International transport Intra-EU,770.709
Austria,AUT,2016,3,Passengers carried (departures),International transport Extra-EU,281.732
Austria,AUT,2016,2,Passengers carried,Total transport,1780.026
Austria,AUT,2016,2,Passengers carried,National transport,40.069
Austria,AUT,2016,2,Passengers carried,International transport,1739.957
Austria,AUT,2016,2,Passengers carried,International transport Intra-EU,1270.722
Austria,AUT,2016,2,Passengers carried,International transport Extra-EU,469.235
Austria,AUT,2016,2,Passengers carried (arrival),Total transport,915.504
Austria,AUT,2016,2,Passengers carried (arrival),National transport,40.017
Austria,AUT,2016,2,Passengers carried (arrival),International transport,875.487
Austria,AUT,2016,2,Passengers carried (arrival),International transport Intra-EU,640.008
Austria,AUT,2016,2,Passengers carried (arrival),International transport Extra-EU,235.479
Austria,AUT,2016,2,Passengers carried (departures),Total transport,904.516
Austria,AUT,2016,2,Passengers carried (departures),National transport,40.046
Austria,AUT,2016,2,Passengers carried (departures),International transport,864.47
Austria,AUT,2016,2,Passengers carried (departures),International transport Intra-EU,630.714
Austria,AUT,2016,2,Passengers carried (departures),International transport Extra-EU,233.756
Austria,AUT,2016,1,Passengers carried,Total transport,1770.425
Austria,AUT,2016,1,Passengers carried,National transport,36.725
Austria,AUT,2016,1,Passengers carried,International transport,1733.7
Austria,AUT,2016,1,Passengers carried,International transport Intra-EU,1216.025
Austria,AUT,2016,1,Passengers carried,International transport Extra-EU,517.675
Austria,AUT,2016,1,Passengers carried (arrival),Total transport,891.909
Austria,AUT,2016,1,Passengers carried (arrival),National transport,36.655
Austria,AUT,2016,1,Passengers carried (arrival),International transport,855.254
Austria,AUT,2016,1,Passengers carried (arrival),International transport Intra-EU,589.894
Austria,AUT,2016,1,Passengers carried (arrival),International transport Extra-EU,265.36
Austria,AUT,2016,1,Passengers carried (departures),Total transport,915.017
Austria,AUT,2016,1,Passengers carried (departures),National transport,36.571
Austria,AUT,2016,1,Passengers carried (departures),International transport,878.446
Austria,AUT,2016,1,Passengers carried (departures),International transport Intra-EU,626.131
Austria,AUT,2016,1,Passengers carried (departures),International transport Extra-EU,252.315
Austria,AUT,2015,12,Passengers carried,Total transport,1858.999
Austria,AUT,2015,12,Passengers carried,National transport,37.286
Austria,AUT,2015,12,Passengers carried,International transport,1821.713
Austria,AUT,2015,12,Passengers carried,International transport Intra-EU,1286.26
Austria,AUT,2015,12,Passengers carried,International transport Extra-EU,535.453
Austria,AUT,2015,12,Passengers carried (arrival),Total transport,952.429
Austria,AUT,2015,12,Passengers carried (arrival),National transport,36.876
Austria,AUT,2015,12,Passengers carried (arrival),International transport,915.553
Austria,AUT,2015,12,Passengers carried (arrival),International transport Intra-EU,658.869
Austria,AUT,2015,12,Passengers carried (arrival),International transport Extra-EU,256.684
Austria,AUT,2015,12,Passengers carried (departures),Total transport,943.427
Austria,AUT,2015,12,Passengers carried (departures),National transport,37.267
Austria,AUT,2015,12,Passengers carried (departures),International transport,906.16
Austria,AUT,2015,12,Passengers carried (departures),International transport Intra-EU,627.391
Austria,AUT,2015,12,Passengers carried (departures),International transport Extra-EU,278.769
Austria,AUT,2015,11,Passengers carried,Total transport,1843.174
Austria,AUT,2015,11,Passengers carried,National transport,48.42
Austria,AUT,2015,11,Passengers carried,International transport,1794.754
Austria,AUT,2015,11,Passengers carried,International transport Intra-EU,1241.138
Austria,AUT,2015,11,Passengers carried,International transport Extra-EU,553.616
Austria,AUT,2015,11,Passengers carried (arrival),Total transport,950.221
Austria,AUT,2015,11,Passengers carried (arrival),National transport,48.3
Austria,AUT,2015,11,Passengers carried (arrival),International transport,901.921
