ISO3,Year,Month,Total,Domestic,International
SLV,2010,4,212.878,NA,212.878
SLV,2010,5,215.572,NA,215.572
SLV,2010,6,227.984,NA,227.984
SLV,2010,7,277.648,NA,277.648
SLV,2010,8,242.307,NA,242.307
SLV,2010,9,191.311,NA,191.311
SLV,2010,10,213.321,NA,213.321
SLV,2010,11,229.886,NA,229.886
SLV,2010,12,287.553,NA,287.553
SOM,2010,1,25.147,5.585,19.562
SOM,2010,2,21.258,4.757,16.501
SOM,2010,3,23.613,5.584,18.029
SOM,2010,4,22.289,5.262,17.027
SOM,2010,5,24.625,5.698,18.927
SOM,2010,6,28.272,6.542,21.73
SOM,2010,7,28.685,6.434,22.251
SOM,2010,8,26.389,6.496,19.893
SOM,2010,9,23.383,6.018,17.365
SOM,2010,10,20.418,4.301,16.117
SOM,2010,11,20.45,4.59,15.86
SOM,2010,12,27.27,6.513,20.757
SPM,2010,1,1.4,NA,1.4
SPM,2010,2,1.403,NA,1.403
SPM,2010,3,1.508,NA,1.508
SPM,2010,4,1.359,NA,1.359
SPM,2010,5,1.621,NA,1.621
SPM,2010,6,2.34,NA,2.34
SPM,2010,7,2.684,NA,2.684
SPM,2010,8,2.003,NA,2.003
SPM,2010,9,1.731,NA,1.731
SPM,2010,10,1.461,NA,1.461
SPM,2010,11,1.296,NA,1.296
SPM,2010,12,1.865,NA,1.865
SRB,2010,1,268.165,NA,268.165
SRB,2010,2,246.477,NA,246.477
SRB,2010,3,299.237,NA,299.237
SRB,2010,4,286,NA,286
SRB,2010,5,329.826,NA,329.826
SRB,2010,6,362.107,NA,362.107
SRB,2010,7,390.738,NA,390.738
SRB,2010,8,390.35,NA,390.35
SRB,2010,9,334.291,NA,334.291
SRB,2010,10,321.06,NA,321.06
SRB,2010,11,206.323,NA,206.323
SRB,2010,12,226.321,NA,226.321
STP,2010,1,8.644,NA,8.644
STP,2010,2,7.192,NA,7.192
STP,2010,3,7.187,NA,7.187
STP,2010,4,3.932,NA,3.932
STP,2010,5,4.593,NA,4.593
STP,2010,6,4.456,NA,4.456
STP,2010,7,4.265,NA,4.265
STP,2010,8,3.758,NA,3.758
STP,2010,9,3.164,NA,3.164
STP,2010,10,3.074,NA,3.074
STP,2010,11,2.497,NA,2.497
STP,2010,12,2.474,NA,2.474
SUR,2010,1,37.433,NA,37.433
SUR,2010,2,29.823,NA,29.823
SUR,2010,3,32.341,NA,32.341
SUR,2010,4,29.406,NA,29.406
SUR,2010,5,29.396,NA,29.396
SUR,2010,6,30.669,NA,30.669
SUR,2010,7,36.985,NA,36.985
SUR,2010,8,34.996,NA,34.996
SUR,2010,9,26.339,NA,26.339
SUR,2010,10,26.78,NA,26.78
SUR,2010,11,29.261,NA,29.261
SUR,2010,12,34.742,NA,34.742
SVK,2010,1,128.935,6.497,122.438
SVK,2010,2,117.669,6.496,111.173
SVK,2010,3,141.426,8.165,133.261
SVK,2010,4,129.589,7.689,121.9
SVK,2010,5,148.816,8.778,140.038
SVK,2010,6,171.467,11.219,160.248
SVK,2010,7,185.593,11.052,174.541
SVK,2010,8,183.876,10.642,173.234
SVK,2010,9,165.035,10.532,154.503
SVK,2010,10,154.76,8.42,146.34
SVK,2010,11,143.45,8.045,135.405
SVK,2010,12,165.047,8.842,156.205
SVN,2010,1,94.809,NA,94.809
SVN,2010,2,92.891,NA,92.891
SVN,2010,3,117.292,NA,117.292
SVN,2010,4,123.025,NA,123.025
SVN,2010,5,142.444,NA,142.444
SVN,2010,6,165.176,NA,165.176
SVN,2010,7,173.448,NA,173.448
SVN,2010,8,171.35,NA,171.35
SVN,2010,9,143.97,NA,143.97
SVN,2010,10,131.169,NA,131.169
SVN,2010,11,94.337,NA,94.337
SVN,2010,12,98.28,NA,98.28
SWE,2010,1,1635.517,374.694,1260.823
SWE,2010,2,1679.766,429.353,1250.413
SWE,2010,3,2053.971,556.654,1497.317
SWE,2010,4,1843.55,459.217,1384.333
SWE,2010,5,2169.42,524.722,1644.698
SWE,2010,6,2408.488,590.65,1817.838
SWE,2010,7,2103.341,348.475,1754.866
SWE,2010,8,2390.031,512.382,1877.649
SWE,2010,9,2432.367,638.439,1793.928
SWE,2010,10,2265.114,595.316,1669.798
SWE,2010,11,1512.047,358.954,1153.093
SWE,2010,12,1447.962,310.1,1137.862
SWZ,2010,1,4.717,NA,4.717
SWZ,2010,2,4.174,NA,4.174
SWZ,2010,3,4.545,NA,4.545
SWZ,2010,4,4.291,NA,4.291
SWZ,2010,5,5.019,NA,5.019
SWZ,2010,6,5.317,NA,5.317
SWZ,2010,7,5.947,NA,5.947
SWZ,2010,8,5.962,NA,5.962
SWZ,2010,9,5.475,NA,5.475
SWZ,2010,10,4.593,NA,4.593
SWZ,2010,11,4.921,NA,4.921
SWZ,2010,12,4.915,NA,4.915
SYC,2010,1,48.215,4.245,43.97
SYC,2010,2,50.941,5.23,45.711
SYC,2010,3,52.075,4.313,47.762
SYC,2010,4,40.855,4.21,36.645
SYC,2010,5,43.799,6.262,37.537
SYC,2010,6,46.032,5.57,40.462
SYC,2010,7,51.926,4.553,47.373
SYC,2010,8,50.789,4.181,46.608
SYC,2010,9,45.807,6.25,39.557
SYC,2010,10,45.643,5.084,40.559
SYC,2010,11,40.086,4.412,35.674
SYC,2010,12,52.383,7.834,44.549
SYR,2010,1,381.966,16.884,365.082
SYR,2010,2,337.015,16.346,320.669
SYR,2010,3,389.024,17.318,371.706
SYR,2010,4,248.648,NA,248.648
SYR,2010,5,274.898,NA,274.898
SYR,2010,6,312.252,NA,312.252
SYR,2010,7,326.655,NA,326.655
SYR,2010,8,318.703,NA,318.703
SYR,2010,9,276.91,NA,276.91
SYR,2010,10,279.921,NA,279.921
SYR,2010,11,232.668,NA,232.668
SYR,2010,12,275.378,NA,275.378
TCA,2010,1,65.285,5.792,59.493
TCA,2010,2,66.785,6.883,59.902
TCA,2010,3,74.69,6.657,68.033
TCA,2010,4,57.666,5.872,51.794
TCA,2010,5,54.664,5.834,48.83
TCA,2010,6,56.52,6.19,50.33
TCA,2010,7,60.53,6.723,53.807
TCA,2010,8,51.417,5.593,45.824
TCA,2010,9,37.398,5.492,31.906
TCA,2010,10,38.431,6.074,32.357
TCA,2010,11,46.772,6.207,40.565
TCA,2010,12,62.24,10.303,51.937
TCD,2010,1,15.285,NA,15.285
TCD,2010,2,13.436,NA,13.436
TCD,2010,3,15.109,NA,15.109
TCD,2010,4,9.977,NA,9.977
TCD,2010,5,10.551,NA,10.551
TCD,2010,6,12.875,NA,12.875
TCD,2010,7,12.882,NA,12.882
TCD,2010,8,12.541,NA,12.541
TCD,2010,9,11.275,NA,11.275
TCD,2010,10,9.998,NA,9.998
TCD,2010,11,5.612,NA,5.612
TCD,2010,12,5.724,NA,5.724
TGO,2010,1,40.203,NA,40.203
TGO,2010,2,40.322,NA,40.322
TGO,2010,3,44.115,NA,44.115
TGO,2010,4,32.594,NA,32.594
TGO,2010,5,37.086,NA,37.086
TGO,2010,6,43.083,NA,43.083
TGO,2010,7,48.738,NA,48.738
TGO,2010,8,45.408,NA,45.408
TGO,2010,9,39.159,NA,39.159
TGO,2010,10,34.462,NA,34.462
TGO,2010,11,28.039,NA,28.039
TGO,2010,12,34.055,NA,34.055
THA,2010,1,4561.387,1078.9,3482.487
THA,2010,2,3825.386,884.662,2940.724
THA,2010,3,4226.807,977.57,3249.237
THA,2010,4,4107.011,1084.088,3022.923
THA,2010,5,3904.981,939.584,2965.397
THA,2010,6,3952.771,992.871,2959.9
THA,2010,7,4299.658,1047.726,3251.932
THA,2010,8,3878.128,960.361,2917.767
THA,2010,9,3753.034,972.721,2780.313
THA,2010,10,4248.75,1132.255,3116.495
THA,2010,11,2610.484,525.988,2084.496
THA,2010,12,2756.75,518.349,2238.401
TJK,2010,1,82.913,NA,82.913
TJK,2010,2,77.795,NA,77.795
TJK,2010,3,94.004,NA,94.004
TJK,2010,4,54.514,NA,54.514
TJK,2010,5,61.04,NA,61.04
TJK,2010,6,70.476,NA,70.476
TJK,2010,7,74.028,NA,74.028
TJK,2010,8,72.525,NA,72.525
TJK,2010,9,62.125,NA,62.125
TJK,2010,10,57.189,NA,57.189
TJK,2010,11,52.643,NA,52.643
TJK,2010,12,61.57,NA,61.57
TKM,2010,1,60.993,NA,60.993
TKM,2010,2,51.479,NA,51.479
TKM,2010,3,62.26,NA,62.26
TKM,2010,4,53.182,NA,53.182
TKM,2010,5,57.64,NA,57.64
TKM,2010,6,64.74,NA,64.74
TKM,2010,7,66.849,NA,66.849
TKM,2010,8,63.594,NA,63.594
TKM,2010,9,54.372,NA,54.372
TKM,2010,10,55.767,NA,55.767
TKM,2010,11,50.075,NA,50.075
TKM,2010,12,56.997,NA,56.997
TLS,2010,1,7.224,NA,7.224
TLS,2010,2,5.991,NA,5.991
TLS,2010,3,5.781,NA,5.781
TLS,2010,4,6.264,NA,6.264
TLS,2010,5,6.908,NA,6.908
TLS,2010,6,7.546,NA,7.546
TLS,2010,7,8.33,NA,8.33
TLS,2010,8,6.683,NA,6.683
TLS,2010,9,6.229,NA,6.229
TLS,2010,10,6.063,NA,6.063
TLS,2010,11,6.869,NA,6.869
TLS,2010,12,8.265,NA,8.265
TON,2010,1,13.196,NA,13.196
TON,2010,2,12.457,NA,12.457
TON,2010,3,13.688,NA,13.688
TON,2010,4,10.939,NA,10.939
TON,2010,5,11.682,NA,11.682
TON,2010,6,14.463,NA,14.463
TON,2010,7,15.364,NA,15.364
TON,2010,8,13.075,NA,13.075
TON,2010,9,12.133,NA,12.133
TON,2010,10,10.142,NA,10.142
TON,2010,11,11.44,NA,11.44
TON,2010,12,16.338,NA,16.338
TTO,2010,1,216.47,25.174,191.296
TTO,2010,2,190.877,25.29,165.587
TTO,2010,3,193.579,25.573,168.006
TTO,2010,4,184.826,28.32,156.506
TTO,2010,5,187.091,29.953,157.138
TTO,2010,6,178.099,24.787,153.312
TTO,2010,7,218.06,25.852,192.208
TTO,2010,8,189.361,22.229,167.132
TTO,2010,9,161.644,22.655,138.989
TTO,2010,10,173.662,25.632,148.03
TTO,2010,11,203.077,28.622,174.455
TTO,2010,12,233.565,28.151,205.414
TUN,2010,1,477.793,26.517,451.276
TUN,2010,2,456.428,22.872,433.556
TUN,2010,3,557.056,23.811,533.245
TUN,2010,4,511.915,NA,511.915
TUN,2010,5,569.258,NA,569.258
TUN,2010,6,612.908,NA,612.908
TUN,2010,7,652.648,NA,652.648
TUN,2010,8,646.083,NA,646.083
TUN,2010,9,562.429,NA,562.429
TUN,2010,10,559.288,NA,559.288
TUN,2010,11,150.126,NA,150.126
TUN,2010,12,178.152,NA,178.152
TUR,2010,1,3435.932,1230.755,2205.177
TUR,2010,2,3163.1,1170.626,1992.474
TUR,2010,3,3858.37,1424.747,2433.623
TUR,2010,4,3659.248,1391.267,2267.981
TUR,2010,5,4188.424,1479.358,2709.066
TUR,2010,6,4454.759,1576.9,2877.859
TUR,2010,7,4714.875,1603.555,3111.32
TUR,2010,8,4826.795,1648.751,3178.044
TUR,2010,9,4336.781,1562.96,2773.821
TUR,2010,10,4345.41,1619.233,2726.177
TUR,2010,11,3241.479,1353.164,1888.315
TUR,2010,12,3460.242,1385.223,2075.019
TUV,2010,1,0.797,NA,0.797
TUV,2010,2,0.564,NA,0.564
TUV,2010,3,0.593,NA,0.593
TUV,2010,4,0.583,NA,0.583
TUV,2010,5,0.444,NA,0.444
TUV,2010,6,0.721,NA,0.721
TUV,2010,7,0.756,NA,0.756
TUV,2010,8,0.584,NA,0.584
TUV,2010,9,0.489,NA,0.489
TUV,2010,10,0.319,NA,0.319
TUV,2010,11,0.417,NA,0.417
TUV,2010,12,0.756,NA,0.756
TWN,2010,1,2626.633,232.321,2394.312
TWN,2010,2,2375.328,223.984,2151.344
TWN,2010,3,2547.377,255.218,2292.159
TWN,2010,4,2339.808,261.877,2077.931
TWN,2010,5,2402.451,282.138,2120.313
TWN,2010,6,2265.708,250.948,2014.76
TWN,2010,7,2663.264,275.305,2387.959
TWN,2010,8,2378.325,256.858,2121.467
TWN,2010,9,2389.521,272.387,2117.134
TWN,2010,10,2726.228,307.176,2419.052
TWN,2010,11,2753.802,330.387,2423.415
TWN,2010,12,3047.153,390.374,2656.779
TZA,2010,1,195.487,46.952,148.535
TZA,2010,2,159.577,38.371,121.206
TZA,2010,3,178.324,46.256,132.068
TZA,2010,4,139.874,31.25,108.624
TZA,2010,5,187.364,54.659,132.705
TZA,2010,6,219.417,65.112,154.305
TZA,2010,7,229.606,64.599,165.007
TZA,2010,8,223.813,61.153,162.66
TZA,2010,9,203.698,60.962,142.736
TZA,2010,10,194.58,54.306,140.274
TZA,2010,11,189.768,59.085,130.683
TZA,2010,12,219.922,67.142,152.78
UGA,2010,1,113.337,2.039,111.298
UGA,2010,2,91.48,1.917,89.563
UGA,2010,3,104.698,2.333,102.365
UGA,2010,4,87.659,2.324,85.335
UGA,2010,5,105.222,2.241,102.981
UGA,2010,6,128.123,2.868,125.255
UGA,2010,7,139.986,2.878,137.108
UGA,2010,8,133.315,2.671,130.644
UGA,2010,9,116.413,2.099,114.314
UGA,2010,10,107.696,2.561,105.135
UGA,2010,11,97.081,2.236,94.845
UGA,2010,12,114.99,2.441,112.549
UKR,2010,1,579.93,67.638,512.292
UKR,2010,2,533.424,66.396,467.028
UKR,2010,3,654.014,82.409,571.605
UKR,2010,4,586.597,79.18,507.417
UKR,2010,5,705.825,89.183,616.642
UKR,2010,6,802.996,107.5,695.496
UKR,2010,7,860.47,117.259,743.211
UKR,2010,8,874.34,116.572,757.768
UKR,2010,9,762.714,102.767,659.947
UKR,2010,10,717.424,93.733,623.691
UKR,2010,11,411.887,8.688,403.199
UKR,2010,12,449.144,8.653,440.491
URY,2010,1,133.549,NA,133.549
URY,2010,2,109.825,NA,109.825
URY,2010,3,126.739,NA,126.739
URY,2010,4,118.423,NA,118.423
URY,2010,5,126.355,NA,126.355
URY,2010,6,136.406,NA,136.406
URY,2010,7,151.859,NA,151.859
URY,2010,8,143.635,NA,143.635
URY,2010,9,107.601,NA,107.601
URY,2010,10,95.027,NA,95.027
URY,2010,11,101.665,NA,101.665
URY,2010,12,123.233,NA,123.233
USA,2010,1,58929.805,45933.647,12996.158
USA,2010,2,54755.911,43330.98,11424.931
USA,2010,3,68858.175,54917.391,13940.784
USA,2010,4,66000.638,53047.661,12952.977
USA,2010,5,68005.215,54213.534,13791.681
USA,2010,6,72142.087,57355.923,14786.164
USA,2010,7,75958.817,59518.695,16440.122
USA,2010,8,73302.531,57590.159,15712.372
USA,2010,9,63165.372,50427.966,12737.406
USA,2010,10,67452.743,54388.36,13064.383
USA,2010,11,62361.129,50491.114,11870.015
USA,2010,12,63162.218,49937.572,13224.646
UZB,2010,1,234.584,52.552,182.032
UZB,2010,2,217.188,48.904,168.284
UZB,2010,3,271.356,60.323,211.033
UZB,2010,4,259.552,68.854,190.698
UZB,2010,5,272.502,70.792,201.71
UZB,2010,6,310.201,81.404,228.797
UZB,2010,7,324.662,82.244,242.418
UZB,2010,8,325.711,80.996,244.715
UZB,2010,9,294.367,76.03,218.337
UZB,2010,10,277.374,68.138,209.236
UZB,2010,11,39.02,0.736,38.284
UZB,2010,12,41.516,0.736,40.78
VCT,2010,1,22.241,0.377,21.864
VCT,2010,2,20.555,0.408,20.147
VCT,2010,3,20.551,0.35,20.201
VCT,2010,4,18.998,0.364,18.634
VCT,2010,5,22.231,0.435,21.796
VCT,2010,6,22.841,0.421,22.42
VCT,2010,7,21.53,NA,21.53
VCT,2010,8,16.742,NA,16.742
VCT,2010,9,14.752,NA,14.752
VCT,2010,10,15.25,NA,15.25
VCT,2010,11,19.085,NA,19.085
VCT,2010,12,24.009,NA,24.009
VEN,2010,1,699.394,293.718,405.676
VEN,2010,2,585.855,263.015,322.84
VEN,2010,3,691.174,309.19,381.984
VEN,2010,4,675.413,318.566,356.847
VEN,2010,5,714.483,335.984,378.499
VEN,2010,6,730.896,340.37,390.526
VEN,2010,7,789.894,348.223,441.671
VEN,2010,8,745.492,326.17,419.322
VEN,2010,9,659.623,309.624,349.999
VEN,2010,10,672.487,310.466,362.021
VEN,2010,11,711.651,344.913,366.738
VEN,2010,12,806.553,381.608,424.945
VGB,2010,1,22.862,NA,22.862
VGB,2010,2,20.644,NA,20.644
VGB,2010,3,20.801,NA,20.801
VGB,2010,4,21.255,NA,21.255
VGB,2010,5,23.862,NA,23.862
VGB,2010,6,24.442,NA,24.442
VGB,2010,7,28.165,NA,28.165
VGB,2010,8,24.778,NA,24.778
VGB,2010,9,24.489,NA,24.489
VGB,2010,10,23.447,NA,23.447
VGB,2010,11,28.492,NA,28.492
VGB,2010,12,33.654,NA,33.654
VIR,2010,1,163.126,7.7,155.426
VIR,2010,2,156.494,8.059,148.435
VIR,2010,3,179.27,8.026,171.244
VIR,2010,4,152.683,7.782,144.901
VIR,2010,5,123.842,10.492,113.35
VIR,2010,6,131.981,9.459,122.522
VIR,2010,7,147.556,8.405,139.151
VIR,2010,8,126.067,8.01,118.057
VIR,2010,9,89.337,8.894,80.443
VIR,2010,10,93.538,8.213,85.325
VIR,2010,11,115.5,9.278,106.222
VIR,2010,12,131.19,11.824,119.366
VNM,2010,1,1502.699,593.896,908.803
VNM,2010,2,1425.423,647.005,778.418
VNM,2010,3,1467.65,597.216,870.434
VNM,2010,4,1477.349,623.37,853.979
VNM,2010,5,1460.416,627.94,832.476
VNM,2010,6,1420.04,610.672,809.368
VNM,2010,7,1550.555,633.924,916.631
VNM,2010,8,1399.784,575.987,823.797
VNM,2010,9,1399.406,596.634,802.772
VNM,2010,10,1641.547,716.27,925.277
VNM,2010,11,1555.246,621.044,934.202
VNM,2010,12,1617.241,612.098,1005.143
VUT,2010,1,46.82,22.183,24.637
VUT,2010,2,36.068,15.302,20.766
VUT,2010,3,32.888,13.029,19.859
VUT,2010,4,28.276,10.19,18.086
VUT,2010,5,33.366,12.779,20.587
VUT,2010,6,40.427,18.115,22.312
VUT,2010,7,46.659,19.609,27.05
VUT,2010,8,37.345,14.282,23.063
VUT,2010,9,32.622,13.453,19.169
VUT,2010,10,31.646,11.079,20.567
VUT,2010,11,38.153,14.412,23.741
VUT,2010,12,47.396,18.195,29.201
WLF,2010,1,3.28,0.784,2.496
WLF,2010,2,3.706,1.097,2.609
WLF,2010,3,3.579,0.722,2.857
WLF,2010,4,2.847,0.541,2.306
WLF,2010,5,2.895,0.675,2.22
WLF,2010,6,3.662,1.039,2.623
WLF,2010,7,4.23,1.095,3.135
WLF,2010,8,2.815,0.535,2.28
WLF,2010,9,2.816,0.776,2.04
WLF,2010,10,2.64,0.646,1.994
WLF,2010,11,2.199,NA,2.199
WLF,2010,12,3.796,NA,3.796
WSM,2010,1,25.933,0.152,25.781
WSM,2010,2,24.728,0.166,24.562
WSM,2010,3,26.665,0.139,26.526
WSM,2010,4,21.737,0.111,21.626
WSM,2010,5,23.76,0.193,23.567
WSM,2010,6,29.368,0.262,29.106
WSM,2010,7,30.744,0.258,30.486
WSM,2010,8,27.153,0.189,26.964
WSM,2010,9,25.169,0.223,24.946
WSM,2010,10,22.544,0.105,22.439
WSM,2010,11,23.076,0.075,23.001
WSM,2010,12,33.093,0.11,32.983
YEM,2010,1,185.321,52.265,133.056
YEM,2010,2,162.934,45.997,116.937
YEM,2010,3,188.33,53.781,134.549
YEM,2010,4,178.907,51.569,127.338
YEM,2010,5,191.703,57.93,133.773
YEM,2010,6,212.042,65.633,146.409
YEM,2010,7,220.374,67.385,152.989
YEM,2010,8,204.074,62.236,141.838
YEM,2010,9,187.348,57.792,129.556
YEM,2010,10,185.296,52.283,133.013
YEM,2010,11,191.894,56.36,135.534
YEM,2010,12,235.091,67.383,167.708
ZAF,2010,1,1864.757,898.539,966.218
ZAF,2010,2,1610.827,792.257,818.57
ZAF,2010,3,1893.924,957.72,936.204
ZAF,2010,4,1814.755,964.894,849.861
ZAF,2010,5,1862.171,986.478,875.693
ZAF,2010,6,2087.02,1089.406,997.614
ZAF,2010,7,2261.332,1166.58,1094.752
ZAF,2010,8,2188.946,1149.34,1039.606
ZAF,2010,9,1898.388,1012.674,885.714
ZAF,2010,10,1879.614,999.773,879.841
ZAF,2010,11,1881.595,945.803,935.792
ZAF,2010,12,2076.79,1008.385,1068.405
ZMB,2010,1,90.179,6.014,84.165
ZMB,2010,2,79.2,5.72,73.48
ZMB,2010,3,92.755,6.464,86.291
ZMB,2010,4,87.868,6.71,81.158
ZMB,2010,5,95.616,6.602,89.014
ZMB,2010,6,108.626,7.713,100.913
ZMB,2010,7,120.868,8.248,112.62
ZMB,2010,8,115.867,7.604,108.263
ZMB,2010,9,93.364,6.112,87.252
ZMB,2010,10,89.547,6.202,83.345
ZMB,2010,11,86.446,5.81,80.636
ZMB,2010,12,103.038,7.837,95.201
ZWE,2010,1,77.678,6.005,71.673
ZWE,2010,2,59.638,4.832,54.806
ZWE,2010,3,67.501,5.898,61.603
ZWE,2010,4,60.722,5.97,54.752
ZWE,2010,5,64.651,7.518,57.133
ZWE,2010,6,76.718,9.773,66.945
ZWE,2010,7,85.591,10.344,75.247
ZWE,2010,8,82.387,9.043,73.344
ZWE,2010,9,68.392,7.755,60.637
ZWE,2010,10,60.927,5.415,55.512
ZWE,2010,11,60.359,6.079,54.28
ZWE,2010,12,70.454,8.351,62.103
